headline,author,source,date,wordcount,permalink,decade
In Short - COE PRICE DROPS IN MOST CATEGORIES.,,Straits Times,21-Feb-02,654,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stimes0020020221dy2l000gx&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
World Bank too upbeat - S'pore-based economists.,,Business Times Singapore,10-Apr-02,741,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stbt000020020411dy4a0005p&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Are S'poreans sinking too much into property?,Lydia Lim,Straits Times,13-Apr-02,1372,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stimes0020020415dy4d0006t&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
GDP set to pick up gradually to 3.34% this year.,Audrey Tan,Business Times Singapore,28-Jan-03,560,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stbt000020030128dz1s00008&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Tap foreigners to beat volatile job market.,Audrey Tan,Business Times Singapore,28-Jan-03,694,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stbt000020030128dz1s00001&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Head of Sars Central - We're not heroes.,Cheong Suk-wai,Straits Times,9-May-03,905,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stimes0020030509dz590005p&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Foreigners took 3 out of 4 new jobs in past five years.,Edna Koh,Straits Times,31-Jul-03,522,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stimes0020030731dz7v0005l&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Three in four new jobs going to foreigners.,Anna Teo.,Business Times Singapore,31-Jul-03,885,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stbt000020030731dz7v00002&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
NTU - Data came from the Govt.,Rebecca Lee,Straits Times,1-Aug-03,430,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stimes0020030801dz810005w&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
"NTU wrong, 9 in 10 new jobs went to S'poreans.",Sue-Ann Chia,Straits Times,1-Aug-03,797,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=stimes0020030801dz810005l&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Storm over jobs issue,Teo Hwee Nak,Today,1-Aug-03,889,http://eresources.nlb.gov.sg/newspapers/Digitised/Article/today20030801-1.2.2.aspx,100
16% CPF is enough.,Chua Lee Hoong,Straits Times,26-Oct-03,2014,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020031025dzaq0003d&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Just out/coming up.,,Straits Times,8-Feb-04,325,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020040207e0280000d&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Want more births? Pay for school fees.,M. Nirmala,Straits Times,15-May-04,542,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020040515e05f0000g&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Don't use free education to boost births.,Lee Siew Peng,Straits Times,18-May-04,437,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020040517e05i00021&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Veteran leader's economic legacy lives on,Larry Teo,Straits Times,9-Oct-04,691,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020041008e0a900013&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Emeritus award for top surgeon,,Straits Times,8-Jul-05,212,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020050707e1780000m&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Singapore Snippets,,TODAY (Singapore),27-Jul-05,244,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=TDAYSG0020050726e17r0001q&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
S'pore has to tread carefully on foreign labour policy: Prof,Nande Khin,Business Times Singapore,27-Jul-05,732,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STBT000020050726e17r0000n&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Can too much cheap foreign labour crimp wages?,Erica Tay,Straits Times,1-Aug-05,484,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020050731e18100016&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Two more join minority rights council,Ken Kwek,Straits Times,22-Jul-06,530,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020060721e27m0001t&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
High-flier fronts 'clever thinkers' show; News suits law-trained CNA presenter û who is also Lim Chong Yah 's daughter û to the letter,Christie Loh,TODAY (Singapore),11-Sep-06,635,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=TDAYSG0020060910e29b0000c&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Let's talk about foreign workers and low wages,Chua Mui Hoong,Straits Times,7-Oct-06,1159,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020061006e2a70003u&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Which Universtiy?,,Straits Times,27-Mar-07,2882,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020070326e33r0001l&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
S'pore's dirty secret,,Straits Times,28-Jul-07,1685,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020070727e37s0002d&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Lee Hsien Yang tipped to be F&N chairman,Conrad Raj,Business Times Singapore,4-Sep-07,693,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STBT000020070904e3940000b&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Exchange rates yet to recover,Nisha Ramchandani,Business Times Singapore,10-Oct-07,317,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STBT000020071009e3aa0000l&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Truce reached in Hainanese clan feud,Lin Xinyi,Straits Times,17-Nov-07,271,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020071119e3bh0003k&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Dispute erupts again in Hainanese clan,Ho Ai Li,Straits Times,3-Dec-07,667,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020071202e3c30000w&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
ST readers donate $30k to ease his burden,Theresa Tan,Straits Times,2-Jan-08,403,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020080101e4120000u&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Hsien Yang's in-laws buy F&N-developed condo,,TODAY (Singapore),26-Jan-08,265,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=TDAYSG0020080125e41q0002a&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Lee Hsien Yang's in-laws buy unit in F&N-built condo,,Straits Times,27-Jan-08,198,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020080126e41r0000o&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Straits Trading appoints Chew as chairman,Michelle Quah,Business Times Singapore,25-Apr-08,441,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STBT000020080424e44p00019&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
A Recipe for economic growth,,Straits Times,21-Jun-08,2373,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020080622e46l00022&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
"Crisis? Spend, says the prof",Michelle Tay,Straits Times,29-Oct-08,1217,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020081028e4at0000m&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
From sleepy hollow to hallowed halls of learning,,Straits Times,29-Oct-08,236,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020081028e4at0000n&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Past and present dangers,Zakir Hussain,Straits Times,1-Nov-08,1388,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020081031e4b100025&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Growing up in poverty,,Straits Times,5-Sep-09,234,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020091204e5c50000q&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
'I owe my life to education',Radha Basu,Straits Times,5-Dec-09,1339,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020091204e5c50000p&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,100
Everything apart from family just 'a hob',Wong Kim Hoh,Straits Times,27-Jun-10,1718,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020100626e66r0001d&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
"Education, employment and self-reliance for social cohesion",Robin Chan and Rachel Au-Yong,Straits Times,31-Jul-10,605,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020100730e67v0000f&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
Tharman: Govt hand needed in social equity,Teh Shi Ning,Business Times Singapore,31-Jul-10,367,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STBT000020100730e67v0000t&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
New forum on state of the nation,Chua Mui Hoong,Straits Times,20-Sep-10,1773,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020100919e69k00027&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
"Geithner rule workable, but needs tweak",Lim Chong Yah,Straits Times,11-Nov-10,806,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020101110e6bb0002r&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
The 1970s: Tripartism is born,,Straits Times,15-Jan-11,736,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020110114e71f0002l&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
View points,,Straits Times,18-Feb-11,219,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020111201e7c20003k&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
Save the euro to avoid recession,Lim Chong Yah,Straits Times,2-Dec-11,1202,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020111201e7c20005h&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
Abdullah Tarmugi joins minority rights council,Teo Wan Gek,Straits Times,11-Jan-12,342,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120110e81b0001m&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
"The wage revolution, interrupted",Janice Heng and Cai Haoxiang,Straits Times,27-Jan-12,2262,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120126e81r0001k&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
A personal tribute to Dr Toh Chin Chye,Lim Chong Yah,TODAY (Singapore),10-Feb-12,1604,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=TDAYSG0020120209e82a0003h&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
"WHAT THE EXPERTS SAY; Good for older workers, the poor, less so for businesses",Melissa Tan,Straits Times,21-Feb-12,687,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120220e82l0000r&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
Does Singapore need Economic Restructuring II?,Lim Chong Yah,TODAY (Singapore),10-Apr-12,826,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=TDAYSG0020120409e84a00003&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
FIRST RESTRUCTURING EXERCISE (1979-81),Lim Chong Yah,TODAY (Singapore),10-Apr-12,120,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=TDAYSG0020120409e84a0000s&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
Lim Chong Yah suggests second wage revolution,Teh Shi Ning,Business Times Singapore,10-Apr-12,577,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STBT000020120409e84a0000a&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
'Only way out is to restructure again',Melissa Tan,Straits Times,10-Apr-12,770,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120409e84a0000k&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
Professor's 'shock therapy' to revamp wages,Melissa Tan,Straits Times,10-Apr-12,384,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120409e84a0000g&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
"Proposal impractical, say economists",Magdalen Ng,Straits Times,10-Apr-12,737,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120409e84a0000l&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
COMMENTARY; Rationale behind Lim Chong Yah 's wage shock therapy,Teh Shi Ning,Business Times Singapore,11-Apr-12,855,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STBT000020120410e84b0000a&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
‘Be mindful’ of wage increase without increase in productivity,Olivia Siong,TODAY (Singapore),13-Apr-12,239,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=TDAYSG0020120412e84d0002k&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
Prof Lim defends 'shock therapy',Aaron Low and Melissa Tan,Straits Times,13-Apr-12,1080,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120412e84d0006a&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
"Call for big pay rise too drastic, say SMEs",Yasmine Yahya and Gan Yu Jia,Straits Times,14-Apr-12,575,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120416e84e0000m&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
Wage hike not cost-free: Swee Say,Lydia Lim,Straits Times,14-Apr-12,933,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120416e84e0000k&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
Wage restructuring ‘too risky’: Lim,Tan Weizhen,TODAY (Singapore),14-Apr-12,683,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=TDAYSG0020120413e84e0001x&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
"Wage shock therapy very risky, warns Swee Say",Lydia Lim,Straits Times,14-Apr-12,324,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120416e84e0000b&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
Job Hub to help Hougang residents find work,Andrea Ong,Straits Times,15-Apr-12,789,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=STIMES0020120416e84f0004w&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
Wage proposal poses challenges: Mayor Teo,,TODAY (Singapore),15-Apr-12,277,https://ezlibproxy1.ntu.edu.sg/login?url=https://global.factiva.com/en/du/article.asp?NAPC=S&AccessionNo=TDAYSG0020120414e84f0001d&xsid=S001cFk3GV90HVyMTZyMTAoNDapOTItNXmm5DFHY96oYqZlNFFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFB,110
